station_id,latitude,longitude,geohash,city,price,availability,demand,connector_type,power_rating_kW,time_of_day,wait_time,num_charging_points,charger_downtime_%,nearby_facilities,renewable_energy_%,ev_type_preference,weather_condition,traffic_congestion,station_type,maintenance_status,user_rating,num_reviews,charging_time_est_min,payment_methods
EVS9528,28.586035814236975,77.25834297152065,ttnfw5,Delhi,6.65,11,32.3,Tesla,22,11,8.9,2,9.01,Hotel,43.2,All,Cloudy,Medium,Public Slow,Under Maintenance,3.2,50,81.8,"RFID, App Wallet, UPI"
EVS9529,10.971195500595892,76.97451176713058,t9ywrt,Coimbatore,7.62,0,59.0,Tesla,150,7,19.1,19,1.22,Rest Area,17.6,Two-Wheelers,Rain,Low,Private Fleet,Operational,3.4,19,30.0,"RFID, App Wallet"
EVS9530,26.879890946360135,80.9819999724149,tuc8fv,Lucknow,12.36,0,51.2,CHAdeMO,150,13,37.4,16,4.9,Shopping Mall,77.2,Two-Wheelers,Cloudy,High,Public Slow,Operational,4.6,418,20.0,"RFID, Card, UPI"
EVS9531,12.861938062401075,80.29921877021282,tf315m,Chennai,6.59,4,45.5,GB/T,250,23,4.0,3,0.59,Shopping Mall,99.4,All,Clear,Medium,Highway Hub,Faulty,4.7,394,18.0,"RFID, App Wallet"
EVS9532,12.943240973662796,77.64325392592023,tdr1wu,Bangalore,19.79,0,32.6,CCS2,50,19,24.8,17,1.75,Gas Station,70.1,All,Clear,Medium,Private Fleet,Faulty,4.8,135,60.0,"RFID, UPI"
EVS9533,18.546582467553385,73.85300972061924,tek988,Pune,11.55,10,52.3,Type 2 AC,100,3,1.7,20,11.28,Shopping Mall,1.6,Generic,Clear,Medium,Public Slow,Faulty,4.1,392,45.0,"UPI, App Wallet"
EVS9534,28.615280920549825,77.15999495003872,ttnfgc,Delhi,16.5,9,76.4,GB/T,22,19,2.5,10,16.06,Rest Area,48.9,Tesla,Clear,Low,Private Fleet,Faulty,4.2,258,204.5,"App Wallet, RFID, Card"
EVS9535,23.067260829213424,72.61998491598297,ts5ehx,Ahmedabad,20.19,9,20.8,GB/T,22,20,7.1,6,18.43,Gas Station,8.4,Tesla,Cloudy,Low,Public Slow,Faulty,3.6,278,204.5,RFID
EVS9536,17.414276244013937,78.48058259523302,tepg1f,Hyderabad,7.42,9,47.0,CCS2,250,11,3.9,6,9.19,Shopping Mall,15.6,Tesla,Cloudy,Low,Highway Hub,Faulty,3.9,82,18.0,"UPI, Card, App Wallet"
EVS9537,19.05534165866267,72.8937908038334,te7u6s,Mumbai,16.51,9,59.0,GB/T,22,20,5.4,6,2.42,Rest Area,91.4,Two-Wheelers,Rain,Low,Public Fast,Operational,3.2,159,136.4,"Card, RFID, UPI"
EVS9538,12.891691813637925,80.28981900557491,tf3174,Chennai,16.57,10,57.2,CHAdeMO,100,13,9.2,4,5.13,Shopping Mall,86.1,Tesla,Rain,Low,Highway Hub,Under Maintenance,4.1,73,18.0,"App Wallet, Card"
EVS9539,18.474083669120922,73.87297950815233,tek915,Pune,7.8,12,24.5,Type 2 AC,50,16,1.8,6,8.17,Hotel,3.0,Two-Wheelers,Cloudy,High,Private Fleet,Faulty,3.3,440,36.0,"UPI, RFID, Card"
EVS9540,12.933426186243329,77.62721502656834,tdr1w6,Bangalore,22.8,8,45.7,CHAdeMO,100,6,5.6,12,2.06,Restaurant,45.1,Two-Wheelers,Clear,Low,Private Fleet,Under Maintenance,3.5,436,30.0,"App Wallet, RFID, Card"
EVS9541,12.947060836716568,77.5626253797663,tdr1su,Bangalore,13.86,15,48.1,Type 2 AC,250,1,8.0,8,12.32,Shopping Mall,19.8,Two-Wheelers,Cloudy,Low,Highway Hub,Under Maintenance,4.1,442,18.0,"App Wallet, RFID, Card"
EVS9542,19.032804639506736,72.83202768565445,te7u32,Mumbai,6.62,11,58.0,CCS2,22,21,8.2,6,1.31,Gas Station,21.5,Two-Wheelers,Storm,High,Public Slow,Operational,3.9,384,136.4,UPI
EVS9543,17.391933906654874,78.45699866274181,tepfcq,Hyderabad,10.79,13,46.4,Tesla,150,19,9.3,10,17.45,Hotel,6.2,Tesla,Storm,Medium,Public Fast,Under Maintenance,4.0,161,30.0,Card
EVS9544,12.996096922434193,77.61499995368979,tdr1yj,Bangalore,7.93,3,66.7,Tesla,100,23,4.7,7,9.63,Restaurant,84.1,All,Rain,Medium,Private Fleet,Faulty,5.0,438,45.0,"UPI, RFID, App Wallet"
EVS9545,19.03664965185179,72.84106068381988,te7u39,Mumbai,24.0,4,36.9,GB/T,250,13,1.5,15,2.64,Restaurant,39.0,Tesla,Storm,High,Private Fleet,Operational,3.8,191,12.0,"UPI, App Wallet, Card"
EVS9546,19.082246477714783,72.90312656651085,te7udc,Mumbai,24.48,12,55.6,Type 2 AC,50,18,4.9,6,8.38,Gas Station,38.9,Generic,Rain,Low,Private Fleet,Faulty,3.7,294,36.0,"Card, RFID, UPI"
EVS9547,12.890030120478166,80.23351162944935,tf313f,Chennai,23.19,4,34.3,GB/T,150,16,1.7,19,14.73,Shopping Mall,15.6,Generic,Storm,Low,Public Fast,Under Maintenance,3.6,353,30.0,"Card, App Wallet"
EVS9548,11.064093345416868,76.98203739172368,t9ywzy,Coimbatore,21.94,13,17.9,CHAdeMO,50,10,9.9,3,2.65,Shopping Mall,17.7,Generic,Storm,High,Highway Hub,Under Maintenance,4.8,142,90.0,"UPI, Card"
EVS9549,28.6322559175037,77.2164981521351,ttnfvh,Delhi,19.31,6,52.5,CCS2,150,4,8.6,18,0.24,Rest Area,61.9,All,Clear,Low,Public Fast,Under Maintenance,4.2,253,12.0,Card
EVS9550,28.628240451315616,77.18929561805881,ttnfu7,Delhi,15.98,4,44.9,CHAdeMO,150,15,0.3,14,2.94,Gas Station,80.1,Generic,Clear,Low,Private Fleet,Faulty,4.5,374,30.0,Card
EVS9551,18.558315830337843,73.85088372314475,tek98d,Pune,11.57,13,86.6,GB/T,50,19,1.9,8,8.47,Restaurant,97.3,Tesla,Clear,Medium,Public Fast,Operational,3.5,311,90.0,"Card, App Wallet, RFID"
EVS9552,10.9773263294221,76.93299808221481,t9ywqw,Coimbatore,6.0,0,36.3,Type 2 AC,50,5,20.7,14,12.98,Restaurant,86.9,Two-Wheelers,Storm,High,Public Fast,Faulty,4.8,240,60.0,App Wallet
EVS9553,18.52882558173048,73.83169451875915,tek92j,Pune,12.64,5,31.9,CHAdeMO,250,1,2.8,11,8.12,Restaurant,5.9,Generic,Cloudy,High,Highway Hub,Under Maintenance,4.0,238,7.2,"Card, App Wallet"
EVS9554,26.832422622226467,80.96480917060515,tuc8dk,Lucknow,6.03,3,51.2,Tesla,50,23,4.7,3,11.2,Gas Station,3.7,Two-Wheelers,Cloudy,Medium,Public Slow,Faulty,3.1,189,60.0,"UPI, Card"
EVS9555,19.035033901134277,72.92033511338282,te7u73,Mumbai,7.32,9,68.1,Type 2 AC,250,20,5.2,12,3.14,Restaurant,37.0,Tesla,Storm,Low,Private Fleet,Under Maintenance,4.0,430,7.2,RFID
EVS9556,22.59546990993421,88.33413961188006,tunbd1,Kolkata,10.3,13,14.6,CHAdeMO,22,10,8.8,11,17.21,Hotel,79.5,Tesla,Clear,High,Public Slow,Faulty,3.5,143,81.8,App Wallet
EVS9557,17.37190929252999,78.52261877693125,tepfff,Hyderabad,5.68,6,89.3,CCS2,50,21,4.8,19,16.82,Hotel,83.7,Generic,Rain,Medium,Public Fast,Faulty,3.8,226,36.0,Card
EVS9558,26.82086615793004,80.96219472443111,tuc8d6,Lucknow,6.66,4,47.1,Type 2 AC,150,13,4.2,10,4.28,Rest Area,98.2,Tesla,Rain,Medium,Public Slow,Under Maintenance,3.7,156,30.0,"RFID, UPI"
EVS9559,19.04848608569018,72.89348692686445,te7u6e,Mumbai,18.58,14,26.4,Tesla,250,20,8.5,14,1.69,Hotel,76.9,Tesla,Storm,Low,Public Fast,Operational,3.1,121,18.0,"App Wallet, RFID"
EVS9560,28.636711498596053,77.24683197083209,ttnfvv,Delhi,9.37,0,52.6,Tesla,150,9,8.9,6,15.01,Shopping Mall,15.3,All,Cloudy,Medium,Private Fleet,Operational,3.4,288,12.0,"Card, RFID, UPI"
EVS9561,19.035807457739722,72.87471096463551,te7u63,Mumbai,8.55,4,66.7,CHAdeMO,50,18,9.4,7,6.8,Gas Station,13.4,Two-Wheelers,Clear,High,Highway Hub,Operational,3.2,313,60.0,RFID
EVS9562,18.569521238789854,73.8547407832264,tek98s,Pune,16.73,0,41.9,GB/T,250,12,18.2,16,16.13,Restaurant,6.7,Generic,Rain,High,Public Slow,Operational,3.6,69,18.0,RFID
EVS9563,17.421318574494364,78.44639513798201,tepg15,Hyderabad,19.62,12,34.4,Type 2 AC,22,4,6.8,15,7.61,Restaurant,19.5,All,Cloudy,High,Public Fast,Operational,3.5,383,204.5,RFID
EVS9564,12.834989457306857,80.2530860390635,tf3140,Chennai,15.53,10,61.7,CCS2,50,0,3.8,12,6.98,Restaurant,72.0,All,Rain,High,Public Fast,Under Maintenance,4.2,439,90.0,"App Wallet, Card, RFID"
EVS9565,28.61132070602936,77.22978550740773,ttnfv2,Delhi,5.75,4,57.9,CHAdeMO,100,21,4.6,8,0.1,Restaurant,95.5,Two-Wheelers,Storm,Medium,Public Slow,Operational,3.9,452,45.0,"App Wallet, RFID, UPI"
EVS9566,12.99091140333756,77.57762215387187,tdr1vk,Bangalore,13.03,10,48.9,Type 2 AC,250,10,5.3,20,8.22,Rest Area,55.1,Tesla,Clear,Medium,Public Slow,Faulty,3.8,147,7.2,App Wallet
EVS9567,12.845513435431474,80.31684169565027,tf315d,Chennai,21.55,2,50.8,CCS2,50,19,6.4,19,18.38,Restaurant,53.8,Tesla,Storm,High,Private Fleet,Faulty,3.3,386,36.0,App Wallet
EVS9568,28.58202363089155,77.19457207339704,ttnfse,Delhi,17.82,12,49.9,Type 2 AC,50,13,3.6,17,6.5,Gas Station,33.3,All,Cloudy,Low,Public Fast,Operational,5.0,471,60.0,UPI
EVS9569,19.0862745309476,72.92620960189406,te7ue6,Mumbai,13.97,0,6.5,Type 2 AC,150,8,42.6,20,0.28,Rest Area,33.4,Two-Wheelers,Storm,Medium,Private Fleet,Operational,3.0,211,30.0,"UPI, Card, App Wallet"
EVS9570,12.993862501265083,77.54772981694164,tdr1ut,Bangalore,18.69,14,64.1,CHAdeMO,50,17,1.4,5,2.22,Shopping Mall,31.3,Generic,Cloudy,Medium,Private Fleet,Faulty,3.4,173,90.0,"UPI, RFID"
EVS9571,17.41502928710299,78.48952201326172,tepg44,Hyderabad,22.38,6,35.7,GB/T,100,11,7.0,5,7.16,Restaurant,35.8,Generic,Rain,Low,Highway Hub,Faulty,3.6,366,18.0,"Card, UPI"
EVS9572,18.54372552276962,73.87440480530836,tek93p,Pune,14.86,1,38.4,CCS2,150,13,4.8,20,15.47,Shopping Mall,70.7,Generic,Storm,Medium,Private Fleet,Operational,4.6,239,30.0,"App Wallet, Card"
EVS9573,12.990668511947646,77.59879555411163,tdr1vu,Bangalore,24.54,11,26.0,Type 2 AC,100,23,5.5,20,0.43,Rest Area,87.1,Two-Wheelers,Storm,Medium,Public Slow,Under Maintenance,4.7,302,18.0,Card
EVS9574,12.928876280929748,77.63646161113691,tdr1w9,Bangalore,5.95,8,35.8,GB/T,100,15,1.4,6,2.63,Restaurant,8.6,All,Rain,Medium,Private Fleet,Operational,4.6,387,45.0,"UPI, App Wallet, RFID"
EVS9575,19.029249674058743,72.92407382142368,te7u72,Mumbai,8.35,6,26.6,Type 2 AC,250,23,0.7,17,0.74,Hotel,69.8,Tesla,Clear,Medium,Private Fleet,Faulty,3.7,436,18.0,RFID
EVS9576,22.977126890057384,72.52801223012052,ts5ddq,Ahmedabad,11.57,9,15.7,GB/T,22,2,9.2,10,5.75,Rest Area,87.6,All,Storm,High,Highway Hub,Under Maintenance,4.0,350,81.8,"App Wallet, RFID, UPI"
EVS9577,12.954656854201055,77.59350999387024,tdr1tw,Bangalore,16.99,8,49.4,Type 2 AC,150,0,2.2,13,12.56,Gas Station,2.8,Generic,Clear,Medium,Public Fast,Faulty,4.7,246,20.0,Card
EVS9578,19.065019461657844,72.84984568075984,te7u3w,Mumbai,15.74,15,42.1,Tesla,100,7,7.1,19,15.28,Hotel,45.3,All,Rain,High,Highway Hub,Faulty,4.2,472,18.0,App Wallet
EVS9579,28.590941698374717,77.17135331521602,ttnfsh,Delhi,12.94,14,44.4,Type 2 AC,22,6,0.1,6,10.47,Restaurant,0.8,Two-Wheelers,Storm,High,Public Fast,Faulty,4.9,482,81.8,"UPI, App Wallet, Card"
EVS9580,28.589621994830186,77.22057251664557,ttnfth,Delhi,22.14,13,57.4,Type 2 AC,250,6,7.2,16,12.3,Restaurant,11.9,All,Clear,High,Public Slow,Operational,3.4,269,18.0,"UPI, App Wallet"
EVS9581,18.528627738115382,73.88890902415267,tek93m,Pune,15.76,14,70.1,CHAdeMO,150,6,8.5,12,0.04,Shopping Mall,57.2,All,Rain,High,Highway Hub,Operational,5.0,155,30.0,"RFID, Card, App Wallet"
EVS9582,19.094432839447112,72.84557716558722,te7u9s,Mumbai,19.51,6,48.5,CCS2,100,3,8.4,4,6.8,Shopping Mall,35.0,Two-Wheelers,Cloudy,Low,Highway Hub,Under Maintenance,4.8,450,45.0,"RFID, App Wallet, UPI"
EVS9583,12.998804746088574,77.63358952717502,tdr1yw,Bangalore,10.54,7,41.5,Type 2 AC,250,12,9.0,3,18.23,Rest Area,82.8,All,Clear,Medium,Public Slow,Faulty,4.7,298,18.0,RFID
EVS9584,12.874728311695133,80.27957781683791,tf314z,Chennai,6.08,11,17.8,Type 2 AC,22,2,4.2,17,19.64,Rest Area,12.8,Tesla,Clear,Low,Highway Hub,Under Maintenance,3.1,107,204.5,Card
EVS9585,17.374785880272483,78.52213445033495,tepfff,Hyderabad,16.52,5,25.2,Tesla,250,19,8.0,4,3.77,Hotel,8.6,Two-Wheelers,Cloudy,Medium,Private Fleet,Faulty,4.3,51,7.2,"UPI, Card, RFID"
EVS9586,22.5696158067997,88.37073294575445,tunb6u,Kolkata,20.08,10,43.3,CHAdeMO,22,7,7.6,10,8.55,Shopping Mall,74.0,Two-Wheelers,Cloudy,Medium,Public Slow,Faulty,4.2,360,136.4,"UPI, Card"
EVS9587,12.854435876065057,80.26499412708168,tf314k,Chennai,5.85,1,38.2,Type 2 AC,250,18,8.9,12,13.08,Shopping Mall,48.6,All,Clear,Low,Public Slow,Operational,3.6,26,18.0,"UPI, RFID"
EVS9588,17.41011626370667,78.4775622925003,tepg1c,Hyderabad,15.19,8,52.5,CCS2,150,10,1.1,13,15.83,Shopping Mall,40.0,Tesla,Storm,High,Public Fast,Operational,4.1,140,12.0,"App Wallet, UPI, Card"
EVS9589,17.383851341832813,78.5270313828161,tepffu,Hyderabad,21.73,6,47.5,GB/T,50,8,4.9,10,9.49,Gas Station,87.3,All,Clear,Low,Public Fast,Under Maintenance,4.8,399,60.0,"App Wallet, Card, UPI"
EVS9590,28.61698826642508,77.24175795068003,ttnfv9,Delhi,16.48,9,54.7,GB/T,150,11,8.4,20,10.47,Gas Station,56.3,Generic,Storm,Medium,Private Fleet,Under Maintenance,4.2,354,20.0,RFID
EVS9591,12.989994895730543,77.55003050731419,tdr1us,Bangalore,6.86,9,41.8,CHAdeMO,50,11,1.0,20,17.8,Rest Area,74.7,Two-Wheelers,Clear,Medium,Highway Hub,Faulty,5.0,127,90.0,"Card, UPI, RFID"
EVS9592,22.554351061490618,88.35371000033037,tunb69,Kolkata,10.07,2,74.9,Type 2 AC,22,18,5.4,12,13.7,Gas Station,60.6,Two-Wheelers,Clear,High,Public Fast,Under Maintenance,4.4,222,136.4,"App Wallet, Card, UPI"
EVS9593,13.013559411574562,77.54476745544909,tdr4h9,Bangalore,17.89,9,25.4,Type 2 AC,100,15,2.4,14,2.19,Restaurant,81.8,Two-Wheelers,Cloudy,High,Private Fleet,Operational,4.2,44,18.0,UPI
EVS9594,12.864785022936072,80.2500800726522,tf314j,Chennai,21.37,1,33.0,CHAdeMO,150,20,2.8,19,19.23,Hotel,71.0,Tesla,Rain,Medium,Public Fast,Operational,3.8,179,20.0,"RFID, App Wallet, Card"
EVS9595,17.407972819290407,78.45383746929832,tepg13,Hyderabad,18.24,1,16.9,Tesla,50,18,2.0,15,10.37,Hotel,64.6,All,Rain,Low,Public Slow,Under Maintenance,3.4,167,90.0,"App Wallet, RFID"
EVS9596,22.53552625629107,88.3600639045288,tunb4w,Kolkata,15.68,0,79.7,GB/T,50,20,39.4,2,2.34,Shopping Mall,55.2,Tesla,Cloudy,Medium,Public Fast,Operational,3.3,380,90.0,"App Wallet, UPI, Card"
EVS9597,12.852200537225583,80.26238968792411,tf3147,Chennai,16.15,10,38.4,GB/T,22,23,0.9,14,3.99,Shopping Mall,34.0,Generic,Storm,Medium,Highway Hub,Operational,3.3,294,204.5,RFID
EVS9598,11.037871705276869,76.9761938449683,t9ywz9,Coimbatore,17.01,13,36.9,GB/T,50,10,0.8,4,16.42,Hotel,98.4,All,Rain,Low,Private Fleet,Faulty,4.4,401,90.0,"RFID, UPI"
EVS9599,28.655638395760775,77.1952369171094,ttngh8,Delhi,14.38,0,65.4,Type 2 AC,150,18,43.7,9,9.03,Rest Area,50.1,Two-Wheelers,Cloudy,Medium,Highway Hub,Operational,5.0,59,12.0,"RFID, Card, App Wallet"
EVS9600,13.012342848852748,77.62757109879452,tdr4n2,Bangalore,12.38,13,58.0,CCS2,150,9,9.4,4,10.91,Rest Area,1.6,Two-Wheelers,Clear,Medium,Highway Hub,Faulty,4.5,25,30.0,UPI
EVS9601,23.04474585511872,72.55885003155367,ts5e55,Ahmedabad,6.25,8,48.7,GB/T,100,23,8.5,15,4.81,Gas Station,30.0,All,Storm,High,Public Fast,Operational,3.3,93,45.0,UPI
EVS9602,19.081154250342728,72.8528026312364,te7u9c,Mumbai,12.93,0,6.5,CHAdeMO,100,19,31.4,20,11.76,Gas Station,33.7,Tesla,Storm,Medium,Private Fleet,Faulty,4.2,326,45.0,App Wallet
EVS9603,19.034342541732734,72.91203931102922,te7u71,Mumbai,14.73,10,42.4,CCS2,100,12,4.4,2,4.28,Restaurant,42.5,All,Rain,Medium,Public Fast,Operational,3.1,62,18.0,Card
EVS9604,28.593824358093325,77.25572613742106,ttnftv,Delhi,20.33,3,55.6,CCS2,150,1,4.7,2,0.9,Shopping Mall,23.8,All,Storm,Low,Private Fleet,Under Maintenance,3.9,323,30.0,"UPI, App Wallet"
EVS9605,10.975291974552235,76.98967735420969,t9ywrv,Coimbatore,9.28,10,23.1,Type 2 AC,150,23,7.6,8,4.22,Rest Area,78.4,Two-Wheelers,Storm,Low,Public Fast,Operational,3.7,137,30.0,"Card, UPI, RFID"
EVS9606,12.99742612874066,77.57450560099912,tdr1vq,Bangalore,11.03,13,60.2,Type 2 AC,22,20,3.2,10,9.93,Restaurant,49.6,Two-Wheelers,Cloudy,High,Highway Hub,Operational,3.1,102,204.5,"Card, App Wallet"
EVS9607,22.528885029098884,88.38435253977828,tunb5j,Kolkata,18.89,14,42.2,GB/T,150,22,4.2,16,15.58,Hotel,44.1,Two-Wheelers,Storm,Low,Private Fleet,Faulty,4.5,360,30.0,"Card, App Wallet"
EVS9608,18.548775899425728,73.82985037596191,tek980,Pune,24.57,7,37.2,CCS2,100,3,2.3,17,17.17,Gas Station,13.5,Tesla,Rain,Medium,Private Fleet,Operational,5.0,120,30.0,UPI
EVS9609,13.013838422865394,77.57441558133051,tdr4j1,Bangalore,7.26,10,20.4,Type 2 AC,50,4,8.4,14,5.31,Shopping Mall,71.4,Two-Wheelers,Clear,Medium,Public Fast,Operational,3.6,82,90.0,"UPI, App Wallet, RFID"
EVS9610,26.827297911936974,80.94476062487273,tuc89g,Lucknow,13.53,14,66.1,Type 2 AC,100,16,9.2,10,17.93,Hotel,23.6,Tesla,Storm,Low,Public Fast,Under Maintenance,4.4,315,30.0,"App Wallet, UPI"
EVS9611,12.919471597622557,80.29599720848739,tf317p,Chennai,21.44,5,32.8,GB/T,22,9,2.7,13,4.56,Gas Station,68.2,All,Rain,Medium,Public Slow,Under Maintenance,3.3,239,204.5,"App Wallet, RFID, Card"
EVS9612,26.88148768360633,80.99301241807157,tuc8gj,Lucknow,14.68,7,70.1,Tesla,250,7,4.6,16,3.28,Shopping Mall,92.7,Two-Wheelers,Rain,Medium,Public Fast,Faulty,3.3,21,18.0,UPI
EVS9613,12.903462374058604,80.26983032472923,tf316t,Chennai,6.02,10,54.0,Tesla,250,23,5.1,14,1.45,Shopping Mall,33.8,Two-Wheelers,Rain,High,Public Slow,Faulty,4.2,187,12.0,"RFID, App Wallet"
EVS9614,19.096738189688754,72.89180257256625,te7uds,Mumbai,8.64,14,37.6,CCS2,100,3,9.9,14,7.13,Shopping Mall,94.5,Generic,Storm,High,Public Slow,Operational,3.3,238,18.0,"RFID, UPI"
EVS9615,19.086932225853275,72.86701011030885,te7ud4,Mumbai,7.75,5,22.3,CHAdeMO,50,3,4.3,20,17.43,Rest Area,83.7,Generic,Cloudy,Low,Public Fast,Faulty,4.4,396,90.0,"Card, RFID"
EVS9616,28.612682904922835,77.25008240747692,ttnfvb,Delhi,11.83,14,92.4,CHAdeMO,250,21,0.7,11,5.3,Hotel,1.5,All,Storm,Low,Public Fast,Under Maintenance,3.8,303,18.0,"Card, UPI, RFID"
EVS9617,19.084357095973232,72.90906520908686,te7ue4,Mumbai,24.4,13,41.6,Tesla,22,2,6.2,19,4.99,Rest Area,59.7,Tesla,Storm,Medium,Public Fast,Faulty,4.8,48,204.5,"UPI, Card, App Wallet"
EVS9618,12.96759719168569,77.58051764454089,tdr1v2,Bangalore,19.54,14,56.6,CCS2,100,8,6.9,10,10.93,Restaurant,5.9,Two-Wheelers,Cloudy,High,Public Slow,Under Maintenance,4.4,354,45.0,"Card, UPI"
EVS9619,12.926739196943782,77.56487274294243,tdr1t1,Bangalore,5.21,12,58.4,CHAdeMO,150,8,4.6,9,12.61,Hotel,77.1,Generic,Rain,High,Private Fleet,Under Maintenance,3.9,479,12.0,"App Wallet, Card"
EVS9620,19.026645333839525,72.8513570857804,te7u1z,Mumbai,21.5,7,26.4,GB/T,50,21,4.9,15,4.09,Hotel,27.6,Tesla,Storm,High,Private Fleet,Operational,4.5,145,36.0,"RFID, App Wallet"
EVS9621,28.57243779150186,77.16034056279959,ttnfec,Delhi,23.86,8,53.2,Tesla,50,20,1.6,4,11.08,Restaurant,60.4,Tesla,Cloudy,High,Private Fleet,Operational,4.1,51,36.0,App Wallet
EVS9622,12.910899321547724,80.2244594089217,tf313w,Chennai,11.05,2,47.5,Tesla,150,6,8.9,7,13.47,Shopping Mall,63.1,Generic,Clear,Low,Highway Hub,Under Maintenance,4.6,329,12.0,Card
EVS9623,17.392698157189688,78.52414752609637,tepffy,Hyderabad,13.92,14,62.5,CHAdeMO,150,10,8.0,14,9.36,Shopping Mall,3.4,Tesla,Rain,High,Highway Hub,Faulty,4.0,469,30.0,"App Wallet, RFID"
EVS9624,10.96878262680727,76.99047770607211,t9ywru,Coimbatore,14.34,14,55.4,CCS2,100,21,8.1,11,5.79,Restaurant,46.5,Tesla,Clear,Low,Public Fast,Under Maintenance,3.4,360,45.0,UPI
EVS9625,28.65088549573355,77.23947008905074,ttnfvx,Delhi,9.18,13,43.7,CHAdeMO,100,21,9.0,12,15.94,Restaurant,82.0,Tesla,Clear,High,Highway Hub,Faulty,3.2,185,30.0,UPI
EVS9626,28.652971916285384,77.25578854355201,ttngjb,Delhi,16.91,10,19.6,CCS2,250,3,1.9,8,16.44,Hotel,54.0,All,Rain,High,Highway Hub,Operational,4.5,308,18.0,App Wallet
EVS9627,12.841796156808286,80.28647104526887,tf314c,Chennai,16.33,11,26.6,CHAdeMO,50,14,7.4,20,17.35,Hotel,39.5,Two-Wheelers,Rain,Medium,Highway Hub,Under Maintenance,4.2,128,60.0,"RFID, App Wallet"
EVS9628,18.49968352022112,73.82802253058266,tek3pz,Pune,18.16,12,73.5,Type 2 AC,22,21,9.8,8,15.97,Rest Area,33.9,Tesla,Rain,Low,Public Slow,Operational,5.0,334,204.5,"App Wallet, UPI"
EVS9629,19.074507452621305,72.89203047240755,te7ud8,Mumbai,24.55,0,57.2,CHAdeMO,22,9,20.9,13,19.58,Rest Area,80.6,Two-Wheelers,Clear,High,Private Fleet,Under Maintenance,4.4,488,204.5,"RFID, UPI, Card"
EVS9630,28.65844116113414,77.19774334093538,ttngh9,Delhi,14.86,7,32.6,GB/T,150,17,0.2,11,1.08,Gas Station,59.0,Two-Wheelers,Clear,Low,Public Fast,Operational,3.3,498,20.0,RFID
EVS9631,22.60180148228746,88.362962994666,tunbdd,Kolkata,23.9,6,67.5,Tesla,22,19,2.5,13,3.54,Hotel,59.7,Two-Wheelers,Clear,High,Highway Hub,Faulty,4.5,189,204.5,"UPI, Card"
EVS9632,19.07087532482485,72.84764423246024,te7u3x,Mumbai,12.87,5,49.1,Type 2 AC,150,22,6.0,6,9.8,Shopping Mall,11.2,Tesla,Cloudy,High,Private Fleet,Operational,3.8,195,30.0,UPI
EVS9633,12.979218746180681,77.6064139359469,tdr1vf,Bangalore,23.15,14,27.4,CHAdeMO,22,11,0.7,17,6.71,Hotel,75.7,All,Cloudy,High,Highway Hub,Faulty,3.3,182,136.4,RFID
EVS9634,17.40231180860701,78.50904573599915,tepffx,Hyderabad,19.26,4,41.7,GB/T,22,18,3.9,5,5.61,Gas Station,75.0,Tesla,Storm,Medium,Private Fleet,Operational,3.7,295,81.8,"Card, RFID, UPI"
EVS9635,22.62156411323213,88.33059840926776,tunbdn,Kolkata,9.7,15,43.6,GB/T,100,10,4.2,8,13.69,Gas Station,80.9,All,Clear,High,Public Fast,Operational,4.2,10,18.0,RFID
EVS9636,28.612679039651756,77.24652073486205,ttnfvb,Delhi,19.38,8,34.9,CHAdeMO,22,3,1.0,2,1.99,Restaurant,19.1,Tesla,Storm,High,Public Slow,Faulty,3.7,464,81.8,"RFID, Card"
EVS9637,12.981763984683115,77.62353179347065,tdr1y7,Bangalore,23.35,9,44.2,CHAdeMO,100,12,2.8,2,1.89,Gas Station,51.4,Generic,Rain,Medium,Public Slow,Operational,3.1,109,45.0,RFID
EVS9638,17.369710220185812,78.51574665726493,tepffd,Hyderabad,18.86,3,19.6,GB/T,250,3,2.5,15,8.12,Rest Area,3.8,All,Storm,Low,Highway Hub,Faulty,4.2,495,18.0,"App Wallet, RFID, UPI"
EVS9639,22.621064861896276,88.3454739695126,tunbdq,Kolkata,12.22,9,17.4,Type 2 AC,100,16,5.4,15,11.9,Hotel,10.8,Generic,Cloudy,High,Private Fleet,Faulty,3.4,500,30.0,App Wallet
EVS9640,12.944749576046823,77.58660173797693,tdr1ts,Bangalore,23.23,4,65.5,Tesla,22,20,0.6,2,8.22,Shopping Mall,38.6,All,Clear,Low,Highway Hub,Faulty,3.8,392,136.4,"UPI, Card"
EVS9641,17.37941861250816,78.524275501472,tepffg,Hyderabad,17.8,2,48.0,GB/T,100,12,7.2,9,17.79,Hotel,64.4,Generic,Rain,High,Public Slow,Faulty,4.2,69,45.0,Card
EVS9642,12.969207919222262,77.58033099487555,tdr1v2,Bangalore,18.95,13,48.7,CHAdeMO,50,23,4.9,8,19.32,Restaurant,77.0,Generic,Storm,Medium,Private Fleet,Under Maintenance,3.5,9,60.0,"UPI, RFID, App Wallet"
EVS9643,11.024372245221082,76.92550437936922,t9ywwq,Coimbatore,21.47,14,6.6,CCS2,50,14,5.8,10,9.48,Gas Station,71.4,All,Cloudy,Medium,Private Fleet,Operational,3.2,336,90.0,Card
